,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
6452,2011,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
6453,2011,Saskatchewan,Youth admissions,Open custody,
6454,2011,Saskatchewan,Youth admissions,Custody and supervision (open),
6455,2011,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
6456,2011,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
6457,2011,Saskatchewan,Youth admissions,Intensive support and supervision,
6458,2011,Saskatchewan,Youth admissions,Deferred custody and supervision,
6459,2011,Saskatchewan,Youth admissions,Supervised probation,
6460,2011,Saskatchewan,Youth admissions,Other community sentences,
6461,2011,Saskatchewan,Youth releases,Pre-trial detention,
6462,2011,Saskatchewan,Youth releases,Provincial director remand,
6463,2011,Saskatchewan,Youth releases,Secure custody,
6464,2011,Saskatchewan,Youth releases,Custody and supervision (secure),
6465,2011,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
6466,2011,Saskatchewan,Youth releases,Open custody,
6467,2011,Saskatchewan,Youth releases,Custody and supervision (open),
6468,2011,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
6469,2011,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
6470,2011,Saskatchewan,Youth releases,Intensive support and supervision,
6471,2011,Saskatchewan,Youth releases,Deferred custody and supervision,
6472,2011,Saskatchewan,Youth releases,Supervised probation,
6473,2011,Saskatchewan,Youth releases,Other community sentences,
6474,2011,Alberta,Youth admissions,Pre-trial detention,2001.0
6475,2011,Alberta,Youth admissions,Provincial director remand,
6476,2011,Alberta,Youth admissions,Secure custody,197.0
6477,2011,Alberta,Youth admissions,Custody and supervision (secure),197.0
6478,2011,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
6479,2011,Alberta,Youth admissions,Open custody,75.0
6480,2011,Alberta,Youth admissions,Custody and supervision (open),75.0
6481,2011,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
6482,2011,Alberta,Youth admissions,Community Portion of Custody Supervision,462.0
6483,2011,Alberta,Youth admissions,Intensive support and supervision,19.0
6484,2011,Alberta,Youth admissions,Deferred custody and supervision,234.0
6485,2011,Alberta,Youth admissions,Supervised probation,1417.0
6486,2011,Alberta,Youth admissions,Other community sentences,1915.0
6487,2011,Alberta,Youth releases,Pre-trial detention,1585.0
6488,2011,Alberta,Youth releases,Provincial director remand,
6489,2011,Alberta,Youth releases,Secure custody,355.0
6490,2011,Alberta,Youth releases,Custody and supervision (secure),355.0
6491,2011,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
6492,2011,Alberta,Youth releases,Open custody,167.0
6493,2011,Alberta,Youth releases,Custody and supervision (open),167.0
6494,2011,Alberta,Youth releases,Young Offenders Act (YOA) (open),
6495,2011,Alberta,Youth releases,Community Portion of Custody Supervision,455.0
6496,2011,Alberta,Youth releases,Intensive support and supervision,29.0
6497,2011,Alberta,Youth releases,Deferred custody and supervision,239.0
6498,2011,Alberta,Youth releases,Supervised probation,1559.0
6499,2011,Alberta,Youth releases,Other community sentences,1859.0
6500,2011,British Columbia,Youth admissions,Pre-trial detention,1026.0
6501,2011,British Columbia,Youth admissions,Provincial director remand,117.0
6502,2011,British Columbia,Youth admissions,Secure custody,110.0
6503,2011,British Columbia,Youth admissions,Custody and supervision (secure),105.0
6504,2011,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),1.0
6505,2011,British Columbia,Youth admissions,Open custody,220.0
6506,2011,British Columbia,Youth admissions,Custody and supervision (open),219.0
6507,2011,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
6508,2011,British Columbia,Youth admissions,Community Portion of Custody Supervision,253.0
6509,2011,British Columbia,Youth admissions,Intensive support and supervision,271.0
6510,2011,British Columbia,Youth admissions,Deferred custody and supervision,212.0
6511,2011,British Columbia,Youth admissions,Supervised probation,978.0
6512,2011,British Columbia,Youth admissions,Other community sentences,2880.0
6513,2011,British Columbia,Youth releases,Pre-trial detention,1048.0
6514,2011,British Columbia,Youth releases,Provincial director remand,131.0
6515,2011,British Columbia,Youth releases,Secure custody,100.0
6516,2011,British Columbia,Youth releases,Custody and supervision (secure),99.0
6517,2011,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),1.0
6518,2011,British Columbia,Youth releases,Open custody,235.0
6519,2011,British Columbia,Youth releases,Custody and supervision (open),235.0
6520,2011,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
6521,2011,British Columbia,Youth releases,Community Portion of Custody Supervision,265.0
6522,2011,British Columbia,Youth releases,Intensive support and supervision,324.0
6523,2011,British Columbia,Youth releases,Deferred custody and supervision,218.0
6524,2011,British Columbia,Youth releases,Supervised probation,1109.0
6525,2011,British Columbia,Youth releases,Other community sentences,2965.0
6786,2012,Ontario,Youth admissions,Pre-trial detention,4534.0
6787,2012,Ontario,Youth admissions,Provincial director remand,
6788,2012,Ontario,Youth admissions,Secure custody,460.0
6789,2012,Ontario,Youth admissions,Custody and supervision (secure),
6790,2012,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),
6791,2012,Ontario,Youth admissions,Open custody,473.0
6792,2012,Ontario,Youth admissions,Custody and supervision (open),
6793,2012,Ontario,Youth admissions,Young Offenders Act (YOA) (open),
6794,2012,Ontario,Youth admissions,Community Portion of Custody Supervision,946.0
6795,2012,Ontario,Youth admissions,Intensive support and supervision,13.0
6796,2012,Ontario,Youth admissions,Deferred custody and supervision,356.0
6797,2012,Ontario,Youth admissions,Supervised probation,4426.0
6798,2012,Ontario,Youth admissions,Other community sentences,358.0
6799,2012,Ontario,Youth releases,Pre-trial detention,4547.0
6800,2012,Ontario,Youth releases,Provincial director remand,
6801,2012,Ontario,Youth releases,Secure custody,482.0
6802,2012,Ontario,Youth releases,Custody and supervision (secure),
6803,2012,Ontario,Youth releases,Young Offenders Act (YOA) (secure),
6804,2012,Ontario,Youth releases,Open custody,480.0
6805,2012,Ontario,Youth releases,Custody and supervision (open),
6806,2012,Ontario,Youth releases,Young Offenders Act (YOA) (open),
6807,2012,Ontario,Youth releases,Community Portion of Custody Supervision,926.0
6808,2012,Ontario,Youth releases,Intensive support and supervision,21.0
6809,2012,Ontario,Youth releases,Deferred custody and supervision,388.0
6810,2012,Ontario,Youth releases,Supervised probation,5190.0
6811,2012,Ontario,Youth releases,Other community sentences,486.0
6864,2012,Manitoba,Youth admissions,Pre-trial detention,2391.0
6865,2012,Manitoba,Youth admissions,Provincial director remand,267.0
6866,2012,Manitoba,Youth admissions,Secure custody,163.0
6867,2012,Manitoba,Youth admissions,Custody and supervision (secure),
6868,2012,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),
6869,2012,Manitoba,Youth admissions,Open custody,227.0
6870,2012,Manitoba,Youth admissions,Custody and supervision (open),
6871,2012,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),
6872,2012,Manitoba,Youth admissions,Community Portion of Custody Supervision,379.0
6873,2012,Manitoba,Youth admissions,Intensive support and supervision,
6874,2012,Manitoba,Youth admissions,Deferred custody and supervision,155.0
6875,2012,Manitoba,Youth admissions,Supervised probation,957.0
6876,2012,Manitoba,Youth admissions,Other community sentences,934.0
6877,2012,Manitoba,Youth releases,Pre-trial detention,2437.0
6878,2012,Manitoba,Youth releases,Provincial director remand,267.0
6879,2012,Manitoba,Youth releases,Secure custody,169.0
6880,2012,Manitoba,Youth releases,Custody and supervision (secure),
6881,2012,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),
6882,2012,Manitoba,Youth releases,Open custody,227.0
6883,2012,Manitoba,Youth releases,Custody and supervision (open),
6884,2012,Manitoba,Youth releases,Young Offenders Act (YOA) (open),
6885,2012,Manitoba,Youth releases,Community Portion of Custody Supervision,374.0
6886,2012,Manitoba,Youth releases,Intensive support and supervision,
6887,2012,Manitoba,Youth releases,Deferred custody and supervision,147.0
6888,2012,Manitoba,Youth releases,Supervised probation,927.0
6889,2012,Manitoba,Youth releases,Other community sentences,940.0
6890,2012,Saskatchewan,Youth admissions,Pre-trial detention,
6891,2012,Saskatchewan,Youth admissions,Provincial director remand,
6892,2012,Saskatchewan,Youth admissions,Secure custody,
6893,2012,Saskatchewan,Youth admissions,Custody and supervision (secure),
6894,2012,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
6895,2012,Saskatchewan,Youth admissions,Open custody,
6896,2012,Saskatchewan,Youth admissions,Custody and supervision (open),
6897,2012,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
6898,2012,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
6899,2012,Saskatchewan,Youth admissions,Intensive support and supervision,
6900,2012,Saskatchewan,Youth admissions,Deferred custody and supervision,
6901,2012,Saskatchewan,Youth admissions,Supervised probation,
6902,2012,Saskatchewan,Youth admissions,Other community sentences,
6903,2012,Saskatchewan,Youth releases,Pre-trial detention,
6904,2012,Saskatchewan,Youth releases,Provincial director remand,
6905,2012,Saskatchewan,Youth releases,Secure custody,
6906,2012,Saskatchewan,Youth releases,Custody and supervision (secure),
6907,2012,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
6908,2012,Saskatchewan,Youth releases,Open custody,
6909,2012,Saskatchewan,Youth releases,Custody and supervision (open),
6910,2012,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
6911,2012,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
6912,2012,Saskatchewan,Youth releases,Intensive support and supervision,
6913,2012,Saskatchewan,Youth releases,Deferred custody and supervision,
6914,2012,Saskatchewan,Youth releases,Supervised probation,
6915,2012,Saskatchewan,Youth releases,Other community sentences,
6916,2012,Alberta,Youth admissions,Pre-trial detention,
6917,2012,Alberta,Youth admissions,Provincial director remand,
6918,2012,Alberta,Youth admissions,Secure custody,
6919,2012,Alberta,Youth admissions,Custody and supervision (secure),
6920,2012,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
6921,2012,Alberta,Youth admissions,Open custody,
6922,2012,Alberta,Youth admissions,Custody and supervision (open),
6923,2012,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
6924,2012,Alberta,Youth admissions,Community Portion of Custody Supervision,
6925,2012,Alberta,Youth admissions,Intensive support and supervision,
6926,2012,Alberta,Youth admissions,Deferred custody and supervision,
6927,2012,Alberta,Youth admissions,Supervised probation,
6928,2012,Alberta,Youth admissions,Other community sentences,
6929,2012,Alberta,Youth releases,Pre-trial detention,
6930,2012,Alberta,Youth releases,Provincial director remand,
6931,2012,Alberta,Youth releases,Secure custody,
6932,2012,Alberta,Youth releases,Custody and supervision (secure),
6933,2012,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
6934,2012,Alberta,Youth releases,Open custody,
6935,2012,Alberta,Youth releases,Custody and supervision (open),
6936,2012,Alberta,Youth releases,Young Offenders Act (YOA) (open),
6937,2012,Alberta,Youth releases,Community Portion of Custody Supervision,
6938,2012,Alberta,Youth releases,Intensive support and supervision,
6939,2012,Alberta,Youth releases,Deferred custody and supervision,
6940,2012,Alberta,Youth releases,Supervised probation,
6941,2012,Alberta,Youth releases,Other community sentences,
6942,2012,British Columbia,Youth admissions,Pre-trial detention,869.0
6943,2012,British Columbia,Youth admissions,Provincial director remand,55.0
6944,2012,British Columbia,Youth admissions,Secure custody,76.0
6945,2012,British Columbia,Youth admissions,Custody and supervision (secure),
6946,2012,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
6947,2012,British Columbia,Youth admissions,Open custody,171.0
6948,2012,British Columbia,Youth admissions,Custody and supervision (open),
6949,2012,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
6950,2012,British Columbia,Youth admissions,Community Portion of Custody Supervision,200.0
6951,2012,British Columbia,Youth admissions,Intensive support and supervision,243.0
6952,2012,British Columbia,Youth admissions,Deferred custody and supervision,188.0
6953,2012,British Columbia,Youth admissions,Supervised probation,938.0
6954,2012,British Columbia,Youth admissions,Other community sentences,2595.0
6955,2012,British Columbia,Youth releases,Pre-trial detention,876.0
6956,2012,British Columbia,Youth releases,Provincial director remand,58.0
6957,2012,British Columbia,Youth releases,Secure custody,74.0
6958,2012,British Columbia,Youth releases,Custody and supervision (secure),
6959,2012,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
6960,2012,British Columbia,Youth releases,Open custody,177.0
6961,2012,British Columbia,Youth releases,Custody and supervision (open),
6962,2012,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
6963,2012,British Columbia,Youth releases,Community Portion of Custody Supervision,198.0
6964,2012,British Columbia,Youth releases,Intensive support and supervision,269.0
6965,2012,British Columbia,Youth releases,Deferred custody and supervision,202.0
6966,2012,British Columbia,Youth releases,Supervised probation,982.0
6967,2012,British Columbia,Youth releases,Other community sentences,2637.0
7202,2013,Ontario,Youth admissions,Pre-trial detention,3650.0
7203,2013,Ontario,Youth admissions,Provincial director remand,
7204,2013,Ontario,Youth admissions,Secure custody,328.0
7205,2013,Ontario,Youth admissions,Custody and supervision (secure),
7206,2013,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),
7207,2013,Ontario,Youth admissions,Open custody,381.0
7208,2013,Ontario,Youth admissions,Custody and supervision (open),
7209,2013,Ontario,Youth admissions,Young Offenders Act (YOA) (open),
7210,2013,Ontario,Youth admissions,Community Portion of Custody Supervision,769.0
7211,2013,Ontario,Youth admissions,Intensive support and supervision,18.0
7212,2013,Ontario,Youth admissions,Deferred custody and supervision,299.0
